2004,6,22,8,5,23,0.6071
2004,6,22,9,5,23,0.59439
2004,6,22,10,5,23,0.58029
2004,6,22,11,5,23,0.56759
2004,6,22,12,5,23,0.55899
2004,6,22,13,5,23,0.55893
2004,6,22,14,5,23,0.56752
2004,6,22,15,5,23,0.57938
2004,6,22,16,5,23,0.59032
2004,6,22,17,5,23,0.59759
2004,6,22,18,5,23,0.59845
2004,6,22,19,5,23,0.59305
2004,6,22,20,5,23,0.58318
2004,6,22,21,5,23,0.57033
2004,6,22,22,5,23,0.55756
2004,6,22,23,5,23,0.54709
2004,6,23,0,5,23,0.53902
2004,6,23,1,5,23,0.53644
2004,6,23,2,5,23,0.54342
2004,6,23,3,5,23,0.55803
2004,6,23,4,5,23,0.57579
2004,6,23,5,5,23,0.59427
2004,6,23,6,5,23,0.61024
2004,6,23,7,5,23,0.61965
2004,6,23,8,5,23,0.62024
2004,6,23,9,5,23,0.61144
2004,6,23,10,5,23,0.59539
2004,6,23,11,5,23,0.57659
2004,6,23,12,5,23,0.55911
2004,6,23,13,5,23,0.548
2004,6,23,14,5,23,0.5481
2004,6,23,15,5,23,0.55786
2004,6,23,16,5,23,0.57163
2004,6,23,17,5,23,0.58596
2004,6,23,18,5,23,0.59742
2004,6,23,19,5,23,0.60212
2004,6,23,20,5,23,0.60004
2004,6,23,21,5,23,0.59317
2004,6,23,22,5,23,0.58285
2004,6,23,23,5,23,0.57118
2004,6,24,0,5,23,0.55961
2004,6,24,1,5,23,0.54958
2004,6,24,2,5,23,0.54583
2004,6,24,3,5,23,0.55157
2004,6,24,4,5,23,0.56415
2004,6,24,5,5,23,0.58104
2004,6,24,6,5,23,0.60106
2004,6,24,7,5,23,0.6192
2004,6,24,8,5,23,0.62887
2004,6,24,9,5,23,0.62672
2004,6,24,10,5,23,0.61267
2004,6,24,11,5,23,0.5901
2004,6,24,12,5,23,0.56483
2004,6,24,13,5,23,0.54278
2004,6,24,14,5,23,0.53048
2004,6,24,15,5,23,0.53197
2004,6,24,16,5,23,0.54426
2004,6,24,17,5,23,0.56208
2004,6,24,18,5,23,0.58221
2004,6,24,19,5,23,0.59982
2004,6,24,20,5,23,0.61003
2004,6,24,21,5,23,0.61264
2004,6,24,22,5,23,0.60896
2004,6,24,23,5,23,0.5996
2004,6,25,0,5,23,0.5865
2004,6,25,1,5,23,0.57187
2004,6,25,2,5,23,0.55886
2004,6,25,3,5,23,0.55301
2004,6,25,4,5,23,0.55684
2004,6,25,5,5,23,0.56851
2004,6,25,6,5,23,0.58733
2004,6,25,7,5,23,0.61095
2004,6,25,8,5,23,0.63063
2004,6,25,9,5,23,0.63764
2004,6,25,10,5,23,0.62905
2004,6,25,11,5,23,0.60654
2004,6,25,12,5,23,0.57564
2004,6,25,13,5,23,0.54395
2004,6,25,14,5,23,0.51876
2004,6,25,15,5,23,0.50693
2004,6,25,16,5,23,0.51132
2004,6,25,17,5,23,0.52811
2004,6,25,18,5,23,0.55251
2004,6,25,19,5,23,0.58081
2004,6,25,20,5,23,0.60648
2004,6,25,21,5,23,0.62365
2004,6,25,22,5,23,0.63117
2004,6,25,23,5,23,0.62909
2004,6,26,0,5,23,0.61805
2004,6,26,1,5,23,0.6012
2004,6,26,2,5,23,0.58203
2004,6,26,3,5,23,0.565
2004,6,26,4,5,23,0.55643
2004,6,26,5,5,23,0.55932
2004,6,26,6,5,23,0.57297
2004,6,26,7,5,23,0.59641
2004,6,26,8,5,23,0.62361
2004,6,26,9,5,23,0.64216
2004,6,26,10,5,23,0.64299
2004,6,26,11,5,23,0.62507
2004,6,26,12,5,23,0.59256
2004,6,26,13,5,23,0.55337
2004,6,26,14,5,23,0.51655
2004,6,26,15,5,23,0.48989
2004,6,26,16,5,23,0.47998
2004,6,26,17,5,23,0.48869
2004,6,26,18,5,23,0.51193
2004,6,26,19,5,23,0.54513
2004,6,26,20,5,23,0.58339
2004,6,26,21,5,23,0.61827
2004,6,26,22,5,23,0.64238
2004,6,26,23,5,23,0.65304
2004,6,27,0,5,23,0.64962
2004,6,27,1,5,23,0.63424
2004,6,27,2,5,23,0.6118
2004,6,27,3,5,23,0.58678
2004,6,27,4,5,23,0.5652
2004,6,27,5,5,23,0.55512
2004,6,27,6,5,23,0.5602
2004,6,27,7,5,23,0.57924
2004,6,27,8,5,23,0.60845
2004,6,27,9,5,23,0.63752
2004,6,27,10,5,23,0.65216
2004,6,27,11,5,23,0.64469
2004,6,27,12,5,23,0.61652
2004,6,27,13,5,23,0.57436
2004,6,27,14,5,23,0.5282
2004,6,27,15,5,23,0.48774
2004,6,27,16,5,23,0.46068
2004,6,27,17,5,23,0.45338
2004,6,27,18,5,23,0.46732
2004,6,27,19,5,23,0.49831
2004,6,27,20,5,23,0.54147
2004,6,27,21,5,23,0.59017
2004,6,27,22,5,23,0.63361
2004,6,27,23,5,23,0.66256
2004,6,28,0,5,23,0.67313
2004,6,28,1,5,23,0.66536
2004,6,28,2,5,23,0.64365
2004,6,28,3,5,23,0.61431
2004,6,28,4,5,23,0.58296
2004,6,28,5,5,23,0.5583
2004,6,28,6,5,23,0.55027
2004,6,28,7,5,23,0.56156
2004,6,28,8,5,23,0.58814
2004,6,28,9,5,23,0.62261
2004,6,28,10,5,23,0.65176
2004,6,28,11,5,23,0.66123
2004,6,28,12,5,23,0.64537
2004,6,28,13,5,23,0.60783
2004,6,28,14,5,23,0.55761
2004,6,28,15,5,23,0.50607
2004,6,28,16,5,23,0.4628
2004,6,28,17,5,23,0.4354
2004,6,28,18,5,23,0.43064
2004,6,28,19,5,23,0.44996
2004,6,28,20,5,23,0.48888
2004,6,28,21,5,23,0.54163
2004,6,28,22,5,23,0.5993
2004,6,28,23,5,23,0.64864
2004,6,29,0,5,23,0.67896
